Month,Year,Borough,ViolenceAgainstPerson_Murder,ViolenceAgainstPerson_WoundingGBH,ViolenceAgainstPerson_AssaultWithInjury,ViolenceAgainstPerson_CommonAssault,ViolenceAgainstPerson_OffensiveWeapon,ViolenceAgainstPerson_Harassment,ViolenceAgainstPerson_OtherViolence,Sexual_Rape,Sexual_OtherSexual,Robbery_PersonalProperty,Robbery_BusinessProperty,Burglary_Dwelling,Burglary_OtherBuildings,Theft_TakingOfMotorVehicle,Theft_FromMotorVehicle,Theft_MotorVehicleTampering,Theft_FromShops,Theft_Person,Theft_TakingOfPedalCycles,Theft_OtherTheft,Theft_HandlingStolenGoods,FraudForgery_CountedPerVictim,FraudForgery_OtherFraudForgery,CriminalDamage_Dwelling,CriminalDamage_OtherBuildings,CriminalDamage_MotorVehicle,CriminalDamage_OtherCriminalDamage,Drugs_DrugTrafficking,Drugs_PossessionOfDrugs,Drugs_OtherDrugs,OtherNotifiableOffences_GoingEquipped,OtherNotifiableOffences_OtherNotifiable,Males00-20,Males00-20,Males21-40,Males41-60,Males61+,Females00-20,Females21-40,Females41-60,Females61+,PoliceOfficer,PoliceSergeant,SpecialPoliceConstable,PoliceCommunitySupportOfficer,PoliceStaff,UnemployedMale18-24,UnemployedMale25-44,UnemployedMale45-64,UnemployedFemale18-24,UnemployedFemale25-44,UnemployedFemale45-64,PublicAttitudeSurvey_FearofCrime%
SEP,2014,Sutton,0,40,72,83,1,73,10,10,7,16,1,54,69,17,60,7,53,10,21,121,2,0,1,13,9,54,22,2,23,0,1,11,26392,26392,26363,27054,16699,24957,28394,27811,20464,337,50,46,34,39,705,1335,1095,510,1170,765,26
SEP,2014,Tower Hamlets,0,93,170,199,12,228,13,21,37,82,4,115,110,76,145,33,67,72,115,307,7,0,2,48,23,73,58,7,151,1,0,53,37207,37207,71212,28074,10446,36196,66121,22613,12146,684,67,137,34,62,2730,5280,3315,2115,3555,1890,38
SEP,2014,Waltham Forest,1,76,139,135,18,149,23,9,30,48,9,109,45,61,140,17,72,48,26,228,5,0,2,27,19,69,49,14,88,0,3,42,37363,37363,47872,32706,15935,35535,45892,33376,19341,601,64,104,39,60,2310,4650,2880,1650,3510,2385,31
SEP,2014,Wandsworth,1,56,102,169,9,160,21,12,28,37,0,120,83,73,195,44,129,47,87,309,5,0,1,39,16,61,57,8,55,0,2,28,33789,33789,66849,33152,16230,33252,74209,34049,20615,585,67,87,28,54,1095,3330,2430,780,2535,1695,28
SEP,2014,Westminster,0,105,202,208,22,240,28,27,57,107,7,96,151,78,175,28,282,410,122,1081,4,0,8,31,41,77,55,66,157,0,5,73,24845,24845,49933,29280,16419,23040,43644,27376,18755,1177,131,224,79,111,900,2490,1845,585,1965,1380,35
AUG,2014,Barking&Dagenham,0,40,102,103,2,110,23,9,12,30,6,113,46,59,80,18,49,19,18,168,3,0,1,34,24,69,46,9,70,0,0,25,34324,34324,29106,22598,10891,32007,31865,23411,14092,486,52,87,45,54,1890,3390,1920,1365,2760,1515,48
AUG,2014,Barnet,0,57,118,148,10,179,18,18,15,37,2,207,74,60,159,33,112,35,20,329,4,0,1,41,15,58,51,6,68,1,3,18,51568,51568,58191,45418,28880,48062,58890,47962,35944,540,57,102,60,47,1245,3795,2535,885,2685,1770,40
AUG,2014,Bexley,0,34,75,76,3,91,10,4,10,14,5,56,51,43,75,13,79,14,13,114,0,0,1,29,7,63,32,2,45,0,1,10,32788,32788,29768,31302,21715,31362,32334,33348,27248,357,45,91,50,39,1095,1755,1365,855,1830,1050,27
AUG,2014,Brent,0,86,128,177,13,191,32,16,26,66,4,156,40,61,106,11,92,56,35,235,1,0,1,36,17,74,36,13,254,0,1,40,43842,43842,58210,39127,21253,40830,53467,39276,24757,613,67,147,31,59,2040,6075,4260,1335,3720,2820,37
AUG,2014,Bromley,0,54,136,129,6,145,10,19,20,43,5,165,67,42,96,16,150,16,18,232,1,0,2,45,23,68,55,3,58,0,0,23,41283,41283,39156,43399,30550,39188,43060,46078,38564,480,53,82,59,28,1215,2205,1905,765,1800,1335,26
AUG,2014,Camden,0,57,115,123,8,142,19,15,28,49,7,112,98,67,161,33,100,158,87,443,3,0,3,31,25,61,33,5,128,0,0,30,27500,27500,46765,26969,15557,26815,46390,25984,18866,664,70,143,40,55,990,2895,2040,810,1830,1425,31
AUG,2014,Croydon,1,79,183,202,28,203,33,34,23,65,7,148,96,54,159,23,152,49,20,340,5,0,3,46,24,103,53,10,126,0,0,34,53378,53378,52637,48608,27896,51452,56244,51904,33921,717,81,152,40,65,2415,4380,3210,1590,3420,2370,29
AUG,2014,Ealing,1,80,141,192,4,197,30,9,37,45,4,152,54,71,177,23,116,43,65,283,1,0,3,40,19,86,41,14,141,2,0,26,46653,46653,58463,43039,23530,44003,55801,42988,27641,704,71,154,39,56,1830,5670,3315,1200,3690,2340,36
AUG,2014,Enfield,0,67,155,126,19,149,11,13,22,40,6,156,66,48,140,30,87,29,24,236,2,0,2,47,20,70,49,6,128,0,2,41,48214,48214,46110,40045,23390,44934,49844,43249,28788,590,63,126,50,41,2295,4650,3315,1770,4110,2550,27
AUG,2014,Greenwich,0,70,149,130,6,166,18,9,18,28,6,97,59,57,88,11,114,32,25,252,6,0,3,39,14,49,44,8,67,2,1,34,38181,38181,47739,32419,16272,35981,45989,32474,19623,598,66,101,36,47,1830,3930,2640,1500,3300,1890,29
AUG,2014,Hackney,1,81,122,193,13,159,29,14,35,90,5,116,113,63,111,15,70,135,134,292,2,0,1,32,24,49,45,20,73,0,0,24,34266,34266,57488,27439,11520,33439,57718,27932,13348,606,69,154,38,64,1650,5625,3960,1365,4080,2580,41
AUG,2014,Hammersmith&Fulham,0,50,94,122,7,137,15,14,17,24,0,70,62,42,164,23,136,36,88,272,2,0,0,15,14,39,28,5,148,5,5,20,19501,19501,37122,20553,10095,19004,37453,21724,12913,540,58,123,32,43,870,2835,2040,615,1980,1485,31
AUG,2014,Haringey,1,80,158,143,11,149,24,15,32,79,4,179,56,48,163,19,82,73,46,285,5,0,2,53,20,66,61,11,91,0,1,29,34672,34672,52675,32287,14454,33232,49292,33176,17753,617,73,122,33,54,1920,5820,3780,1395,3795,2505,28
AUG,2014,Harrow,0,33,72,83,4,86,16,8,13,15,3,89,34,16,103,17,46,16,4,129,1,0,1,18,11,47,20,8,80,1,0,16,33214,33214,37269,30560,21122,30841,36094,32113,24798,376,49,104,28,27,960,2040,1440,540,1395,1095,39
AUG,2014,Havering,0,49,97,70,7,103,15,6,22,16,1,134,49,62,101,23,84,15,9,204,0,0,1,18,14,61,41,7,58,0,0,50,31565,31565,30424,31787,24419,30199,32569,33590,31421,395,48,96,39,42,1260,2310,1620,990,1890,1245,36
AUG,2014,Hillingdon,0,44,125,180,33,194,21,8,28,37,4,148,60,47,139,19,145,36,46,313,3,0,4,26,19,89,47,13,69,1,2,128,41683,41683,46137,36027,22171,39226,45269,36318,25859,516,61,95,28,39,1110,2700,1620,795,2070,1125,27
AUG,2014,Hounslow,0,52,132,170,5,161,17,15,29,26,1,81,50,46,125,19,119,31,56,216,3,0,2,28,16,71,55,5,88,0,2,32,36123,36123,48011,32504,17735,34143,44746,31704,20602,533,63,93,30,45,1335,3015,1740,855,2010,1350,40
AUG,2014,Islington,0,66,109,148,8,204,12,10,19,49,7,107,73,70,113,22,106,158,119,281,3,0,3,52,11,57,39,10,67,4,1,26,23849,23849,50080,24632,11492,23558,49851,23973,13595,557,63,126,35,38,1860,3975,2505,1245,2865,1650,29
AUG,2014,Kensington&Chelsea,1,76,95,112,18,131,26,6,18,78,6,76,53,58,99,24,166,323,60,404,3,0,2,19,17,33,27,8,115,0,1,34,16578,16578,27794,20242,12643,15275,27431,21088,15139,450,49,153,74,33,570,1545,1260,330,1080,915,29
AUG,2014,KingstonUponThames,0,20,43,63,3,55,5,5,19,10,0,48,27,7,34,6,82,31,39,125,3,0,0,15,15,41,27,4,48,1,0,14,21576,21576,27406,21528,12903,21617,27953,21460,15515,317,43,90,28,40,465,1095,810,255,810,585,18
AUG,2014,Lambeth,0,111,210,203,29,218,34,21,45,123,4,186,70,57,209,34,96,187,117,415,13,0,2,57,26,91,46,23,231,2,7,31,35850,35850,72313,36669,14712,34926,69944,36234,17568,823,85,128,54,75,2100,6285,5160,1470,4260,3495,28
AUG,2014,Lewisham,1,63,160,145,10,160,31,14,30,65,6,112,58,46,95,20,78,31,45,200,2,0,5,42,14,70,42,11,89,1,0,28,38667,38667,52939,36227,15688,37129,54252,37671,19360,641,71,129,48,35,2100,5190,3825,1515,3975,2700,40
AUG,2014,Merton,0,21,79,86,2,72,3,4,16,16,1,95,43,22,73,15,61,13,28,130,0,0,0,21,15,41,21,5,39,0,0,10,26080,26080,34611,25267,14005,24715,35157,26347,17333,352,40,74,32,20,885,2040,1485,660,1665,1035,24
AUG,2014,Newham,0,81,164,175,12,146,22,25,25,88,3,116,74,82,186,42,131,112,43,341,4,0,3,56,13,74,31,2,138,1,2,46,48340,48340,72216,34902,13726,46916,58350,33494,16378,785,71,155,41,50,2565,5640,3420,2040,3930,2460,53
AUG,2014,Redbridge,0,60,120,144,8,151,20,13,20,54,2,130,55,84,122,23,49,39,24,194,4,0,1,27,10,62,36,11,114,1,0,48,43178,43178,46791,34464,20744,40733,46477,35892,24776,521,58,124,54,55,1725,3150,1980,1425,2400,1605,38
AUG,2014,RichmondUponThames,0,22,44,41,1,87,3,6,8,11,0,46,79,35,71,20,56,12,38,132,0,0,0,17,13,42,19,6,28,0,0,12,24684,24684,26214,27120,16034,23902,28299,27644,19688,301,33,56,24,21,360,1095,990,270,885,720,19
AUG,2014,Southwark,0,90,163,179,13,176,22,20,27,88,12,127,100,77,123,13,118,90,144,418,3,0,5,44,22,61,64,17,210,1,1,38,36455,36455,62703,36731,14088,35574,63906,35875,17206,758,84,120,39,71,2145,5865,4260,1755,4215,3075,29
AUG,2014,Sutton,0,27,66,56,3,64,9,8,48,8,1,46,39,14,58,8,54,4,21,118,1,0,0,14,6,42,30,2,28,1,0,14,26392,26392,26363,27054,16699,24957,28394,27811,20464,339,48,43,34,39,675,1260,1170,555,1215,780,25
AUG,2014,Tower Hamlets,0,86,144,188,10,197,12,8,33,89,8,108,112,88,132,24,70,65,137,268,4,0,3,45,13,61,47,16,139,0,2,43,37207,37207,71212,28074,10446,36196,66121,22613,12146,676,64,139,34,59,2685,5610,3510,2115,3675,1980,41
AUG,2014,Waltham Forest,0,74,128,110,14,165,23,16,15,63,3,116,77,96,112,17,79,47,23,239,10,0,5,41,6,63,55,5,90,0,1,28,37363,37363,47872,32706,15935,35535,45892,33376,19341,604,66,102,39,60,2235,5010,3015,1575,3645,2460,26
AUG,2014,Wandsworth,1,54,134,142,8,130,18,9,18,41,4,111,97,72,213,33,93,51,88,262,9,0,2,30,9,76,44,4,59,0,5,30,33789,33789,66849,33152,16230,33252,74209,34049,20615,576,68,100,28,57,1140,3495,2475,900,2610,1710,26
AUG,2014,Westminster,0,98,186,229,27,196,30,21,65,147,13,113,149,46,124,31,332,381,130,1148,8,0,4,44,31,50,62,33,240,0,0,91,24845,24845,49933,29280,16419,23040,43644,27376,18755,1176,133,226,79,113,825,2550,1890,570,1890,1440,30
JUL,2014,Barking&Dagenham,0,62,122,144,7,127,33,12,18,34,2,105,50,59,72,12,54,32,35,151,2,0,0,29,12,72,35,6,82,0,1,32,34324,34324,29106,22598,10891,32007,31865,23411,14092,476,42,90,45,54,1890,3675,2010,1350,2805,1500,48
JUL,2014,Barnet,3,44,127,144,9,197,25,13,31,28,4,200,69,61,167,39,94,48,29,338,4,0,3,38,17,71,48,16,67,0,0,41,51568,51568,58191,45418,28880,48062,58890,47962,35944,547,55,107,61,48,1230,3960,2610,825,2790,1800,40
JUL,2014,Bexley,0,40,85,88,3,105,18,8,19,12,0,90,56,49,78,23,70,9,17,164,0,0,0,26,13,53,36,7,52,0,0,26,32788,32788,29768,31302,21715,31362,32334,33348,27248,350,38,90,50,40,1005,1860,1395,780,1845,1020,27
JUL,2014,Brent,0,77,154,208,10,212,21,17,25,75,0,132,54,58,124,14,80,51,42,256,5,0,5,57,15,74,53,7,329,2,1,48,43842,43842,58210,39127,21253,40830,53467,39276,24757,615,63,147,31,61,2100,6090,4350,1335,3750,2775,37
JUL,2014,Bromley,0,53,152,134,5,170,33,12,24,32,3,188,81,55,130,18,125,29,13,286,4,0,1,32,23,86,60,5,69,0,1,31,41283,41283,39156,43399,30550,39188,43060,46078,38564,473,50,81,60,28,1305,2205,1950,825,1800,1335,26
JUL,2014,Camden,0,43,108,151,7,166,15,15,21,52,4,100,103,87,121,26,93,136,142,538,4,0,3,30,28,40,41,14,131,3,1,39,27500,27500,46765,26969,15557,26815,46390,25984,18866,680,67,143,42,55,930,2955,2085,705,1875,1425,31
JUL,2014,Croydon,0,93,225,220,11,221,39,40,39,58,3,131,84,66,169,17,178,45,27,352,7,0,1,63,37,90,67,11,107,0,1,57,53378,53378,52637,48608,27896,51452,56244,51904,33921,711,71,156,40,66,2355,4695,3345,1500,3615,2385,29
JUL,2014,Ealing,0,83,150,232,9,225,35,14,37,53,5,147,63,59,234,45,156,60,46,317,6,0,9,46,26,81,55,31,111,3,1,41,46653,46653,58463,43039,23530,44003,55801,42988,27641,701,63,159,41,58,1815,5730,3540,1125,3750,2325,36
JUL,2014,Enfield,0,64,159,164,20,167,17,19,29,58,4,147,64,63,151,16,93,30,33,271,5,0,3,39,16,80,47,12,111,0,2,42,48214,48214,46110,40045,23390,44934,49844,43249,28788,589,57,127,50,42,2415,5025,3450,1710,4305,2625,27
JUL,2014,Greenwich,0,65,161,172,8,193,20,26,32,26,5,113,71,64,160,29,136,34,39,258,3,0,3,45,12,86,43,42,102,1,0,42,38181,38181,47739,32419,16272,35981,45989,32474,19623,592,60,101,36,48,1680,4080,2715,1365,3300,1890,29
JUL,2014,Hackney,1,77,166,215,10,219,21,12,25,73,8,111,81,33,104,16,70,118,152,332,2,0,6,45,13,58,31,13,77,1,3,49,34266,34266,57488,27439,11520,33439,57718,27932,13348,606,58,158,38,64,1560,5715,4290,1335,4215,2580,41
JUL,2014,Hammersmith&Fulham,0,48,97,122,11,126,13,13,29,20,1,70,37,56,138,18,132,44,69,265,5,0,3,26,26,40,39,6,128,1,3,36,19501,19501,37122,20553,10095,19004,37453,21724,12913,528,48,124,31,45,870,2970,2115,540,2055,1500,31
JUL,2014,Haringey,0,80,153,145,10,169,23,16,32,91,3,161,59,60,145,17,104,84,38,284,3,0,4,60,24,51,50,5,63,0,1,29,34672,34672,52675,32287,14454,33232,49292,33176,17753,620,60,124,33,55,1860,6030,4005,1365,4020,2565,28
JUL,2014,Harrow,0,47,81,90,2,105,12,8,26,33,2,82,21,20,72,8,52,31,16,141,2,0,1,23,10,60,34,12,64,0,1,16,33214,33214,37269,30560,21122,30841,36094,32113,24798,366,40,104,28,27,855,2175,1590,480,1470,1140,39
JUL,2014,Havering,0,41,107,70,6,122,10,11,19,15,2,100,35,73,84,18,63,21,12,220,2,0,3,18,11,42,35,9,63,0,0,22,31565,31565,30424,31787,24419,30199,32569,33590,31421,399,48,96,40,41,1275,2340,1695,990,1875,1245,36
JUL,2014,Hillingdon,0,55,173,190,44,234,29,15,22,46,2,102,50,45,183,32,135,34,33,365,3,0,6,28,18,106,62,17,65,1,3,138,41683,41683,46137,36027,22171,39226,45269,36318,25859,508,56,95,29,39,1080,2715,1680,765,2175,1200,27
JUL,2014,Hounslow,0,56,118,179,9,197,14,19,31,28,1,93,37,43,137,19,97,26,47,237,3,0,3,35,13,73,44,18,125,1,0,27,36123,36123,48011,32504,17735,34143,44746,31704,20602,524,54,98,30,45,1395,3105,1845,840,2100,1305,40
JUL,2014,Islington,0,54,122,167,12,210,21,8,25,60,6,90,72,83,119,22,94,199,96,312,8,0,3,50,21,64,29,22,98,0,0,37,23849,23849,50080,24632,11492,23558,49851,23973,13595,552,57,132,35,39,1875,4050,2580,1230,2895,1680,29
JUL,2014,Kensington&Chelsea,1,36,50,90,5,107,11,7,21,31,1,63,63,66,92,18,169,69,79,346,2,0,3,29,12,15,22,1,33,0,1,17,16578,16578,27794,20242,12643,15275,27431,21088,15139,450,46,155,74,33,600,1605,1320,315,1230,960,29
JUL,2014,KingstonUponThames,0,26,38,58,3,73,4,4,18,7,0,34,38,9,41,7,91,13,33,116,1,0,0,12,11,37,15,7,51,0,1,13,21576,21576,27406,21528,12903,21617,27953,21460,15515,319,44,93,28,41,450,1125,825,225,840,570,18
JUL,2014,Lambeth,0,102,232,212,19,251,32,27,42,92,3,165,69,69,158,27,88,121,142,421,8,0,4,59,30,91,63,16,198,5,1,59,35850,35850,72313,36669,14712,34926,69944,36234,17568,811,73,130,57,75,2130,6720,5250,1440,4455,3555,28
JUL,2014,Lewisham,1,74,180,193,9,204,29,21,26,76,6,121,60,54,107,9,115,48,47,246,5,0,2,57,22,74,61,15,94,3,3,46,38667,38667,52939,36227,15688,37129,54252,37671,19360,632,64,132,48,35,2115,5355,3885,1485,4020,2580,40
JUL,2014,Merton,0,21,71,84,2,89,9,4,12,18,1,72,47,27,80,16,58,17,33,129,3,0,1,23,11,40,27,4,36,0,3,13,26080,26080,34611,25267,14005,24715,35157,26347,17333,356,39,79,33,20,855,2145,1545,585,1605,1065,24
JUL,2014,Newham,1,96,196,216,17,196,30,20,33,94,4,111,57,84,178,25,136,119,36,402,4,0,1,45,15,82,43,9,143,1,1,39,48340,48340,72216,34902,13726,46916,58350,33494,16378,795,65,157,41,49,2490,5835,3525,1875,3990,2550,53
JUL,2014,Redbridge,0,67,133,128,10,172,28,17,23,69,5,136,41,119,133,33,72,28,16,254,3,0,2,36,13,56,27,10,123,0,0,38,43178,43178,46791,34464,20744,40733,46477,35892,24776,509,51,127,54,56,1650,3255,2025,1215,2475,1605,38
JUL,2014,RichmondUponThames,0,14,61,66,4,99,8,8,22,7,1,66,69,30,85,14,43,12,61,139,2,0,1,17,8,46,21,3,38,0,1,22,24684,24684,26214,27120,16034,23902,28299,27644,19688,302,33,58,24,21,345,1140,945,255,885,765,19
JUL,2014,Southwark,0,93,204,201,10,199,30,23,38,93,7,122,126,70,107,20,101,82,123,423,2,0,1,63,34,80,62,23,255,5,2,49,36455,36455,62703,36731,14088,35574,63906,35875,17206,761,76,122,40,71,2130,6105,4365,1560,4155,3090,29
JUL,2014,Sutton,0,27,85,93,1,87,22,6,17,18,0,66,50,29,85,16,71,9,18,115,1,0,0,20,11,45,27,5,43,1,0,19,26392,26392,26363,27054,16699,24957,28394,27811,20464,341,46,50,34,40,645,1350,1215,510,1260,765,25
JUL,2014,Tower Hamlets,0,71,156,210,10,217,22,15,27,96,3,103,124,83,145,27,68,112,143,350,7,0,4,49,24,85,47,8,155,1,2,56,37207,37207,71212,28074,10446,36196,66121,22613,12146,676,59,140,34,60,2640,5655,3585,1920,3810,2025,41
JUL,2014,Waltham Forest,0,65,136,168,12,196,31,7,26,48,0,128,63,85,106,9,96,41,34,252,4,0,2,51,8,50,46,7,106,0,0,41,37363,37363,47872,32706,15935,35535,45892,33376,19341,598,58,109,37,59,2235,5235,3180,1575,3645,2415,26
JUL,2014,Wandsworth,0,51,128,144,5,163,18,14,25,46,1,136,86,112,189,26,107,54,84,277,9,0,3,31,10,75,33,6,57,1,2,39,33789,33789,66849,33152,16230,33252,74209,34049,20615,573,60,103,28,57,1125,3570,2595,840,2580,1725,26
JUL,2014,Westminster,0,91,183,231,16,202,23,20,38,145,6,111,140,73,140,37,299,425,161,1132,4,0,7,28,31,43,60,12,225,1,1,73,24845,24845,49933,29280,16419,23040,43644,27376,18755,1188,135,233,80,116,900,2715,1890,540,1980,1440,30
JUN,2014,Barking&Dagenham,0,54,126,118,7,121,27,11,28,33,1,89,42,63,66,12,57,15,26,171,13,0,3,38,13,59,26,6,107,0,0,20,34324,34324,29106,22598,10891,32007,31865,23411,14092,470,42,85,46,55,1830,3720,2040,1320,2865,1560,48
JUN,2014,Barnet,0,42,112,118,5,175,19,8,24,42,1,160,77,64,145,36,109,43,13,304,1,0,6,41,14,68,44,8,61,0,2,24,51568,51568,58191,45418,28880,48062,58890,47962,35944,547,56,106,61,47,1260,4125,2640,795,2805,1785,40
JUN,2014,Bexley,0,33,88,83,3,90,8,7,12,17,1,69,66,53,98,33,67,11,7,98,2,0,1,22,10,46,32,2,75,0,0,12,32788,32788,29768,31302,21715,31362,32334,33348,27248,343,37,85,51,39,1020,1905,1425,780,1800,1020,27
JUN,2014,Brent,1,89,164,222,12,169,34,15,31,95,3,124,52,51,131,24,113,69,53,318,5,0,3,55,30,72,43,13,232,0,2,33,43842,43842,58210,39127,21253,40830,53467,39276,24757,607,62,150,31,60,2055,6360,4455,1260,3825,2775,37
JUN,2014,Bromley,0,56,133,116,5,132,24,6,25,26,7,105,62,54,163,22,172,21,16,241,2,0,1,45,22,72,48,7,77,0,0,25,41283,41283,39156,43399,30550,39188,43060,46078,38564,466,49,83,61,26,1320,2370,2040,840,1860,1335,26
JUN,2014,Camden,1,66,129,148,5,165,8,13,20,61,4,110,95,75,128,34,119,153,114,477,3,0,3,32,20,66,31,10,177,1,1,36,27500,27500,46765,26969,15557,26815,46390,25984,18866,685,66,153,43,56,885,3120,2130,645,1950,1455,31
JUN,2014,Croydon,0,93,198,198,15,192,32,24,33,98,12,146,75,46,181,18,171,41,23,317,1,0,0,57,32,103,81,7,127,0,0,46,53378,53378,52637,48608,27896,51452,56244,51904,33921,710,71,169,40,65,2415,5025,3495,1440,3600,2445,29
JUN,2014,Ealing,0,87,166,192,11,239,30,10,30,59,4,141,82,51,219,28,156,49,37,308,4,0,5,38,20,73,41,12,105,1,4,23,46653,46653,58463,43039,23530,44003,55801,42988,27641,700,63,165,43,58,1755,5865,3555,1065,3810,2400,36
JUN,2014,Enfield,1,60,148,123,11,139,18,14,24,59,3,136,70,79,169,20,78,40,22,302,4,0,3,48,13,77,43,7,72,0,5,35,48214,48214,46110,40045,23390,44934,49844,43249,28788,589,57,122,50,41,2370,5220,3615,1695,4470,2685,27
JUN,2014,Greenwich,0,73,169,145,10,166,24,14,29,34,4,90,73,47,155,26,138,40,30,242,5,0,3,48,18,75,53,11,100,1,1,43,38181,38181,47739,32419,16272,35981,45989,32474,19623,584,59,103,36,50,1740,4275,2835,1365,3315,1980,29
JUN,2014,Hackney,0,85,163,212,21,173,15,13,33,86,9,119,105,48,110,13,51,154,128,338,4,0,1,51,22,48,35,11,100,0,2,29,34266,34266,57488,27439,11520,33439,57718,27932,13348,611,57,160,38,64,1575,6030,4440,1275,4335,2640,41
JUN,2014,Hammersmith&Fulham,0,43,95,143,9,164,14,8,17,28,2,68,33,63,136,19,127,53,50,266,3,0,2,30,28,32,25,4,150,2,5,30,19501,19501,37122,20553,10095,19004,37453,21724,12913,526,49,125,31,44,915,3030,2190,495,2160,1530,31
JUN,2014,Haringey,0,87,154,142,11,127,37,18,27,97,0,161,50,73,152,49,100,71,43,263,5,0,1,59,20,68,47,28,98,0,3,36,34672,34672,52675,32287,14454,33232,49292,33176,17753,618,60,127,33,55,1845,6105,4095,1260,4125,2685,28
JUN,2014,Harrow,0,26,78,105,2,98,11,8,16,26,0,67,27,16,68,8,45,25,13,111,0,0,0,16,8,52,28,7,61,0,0,19,33214,33214,37269,30560,21122,30841,36094,32113,24798,369,43,106,29,28,825,2265,1620,420,1470,1170,39
JUN,2014,Havering,0,34,92,81,4,123,16,8,20,14,1,82,29,54,75,9,66,34,11,157,3,0,1,20,13,67,31,13,43,0,2,27,31565,31565,30424,31787,24419,30199,32569,33590,31421,397,48,95,40,41,1305,2445,1710,900,1920,1230,36
JUN,2014,Hillingdon,0,57,169,134,61,192,25,6,31,36,4,98,74,46,202,35,167,41,25,376,5,0,3,40,16,108,55,13,61,1,0,74,41683,41683,46137,36027,22171,39226,45269,36318,25859,502,56,93,28,39,1020,2805,1725,705,2250,1200,27
JUN,2014,Hounslow,0,76,129,155,7,181,25,14,29,40,2,85,46,46,125,15,103,23,39,244,7,0,3,42,17,111,42,22,107,1,1,32,36123,36123,48011,32504,17735,34143,44746,31704,20602,524,53,92,30,45,1335,3120,1875,795,2025,1335,40
JUN,2014,Islington,1,54,139,158,11,179,13,15,27,68,6,85,74,75,93,22,101,205,90,269,7,0,3,37,17,53,39,7,104,0,4,35,23849,23849,50080,24632,11492,23558,49851,23973,13595,547,55,135,36,38,1740,4215,2610,1155,2940,1695,29
JUN,2014,Kensington&Chelsea,0,32,72,88,4,81,4,8,22,35,2,87,53,59,94,11,151,50,56,373,2,0,2,15,11,34,21,5,61,1,0,19,16578,16578,27794,20242,12643,15275,27431,21088,15139,442,46,160,77,34,615,1650,1350,315,1230,975,29
JUN,2014,KingstonUponThames,0,30,57,75,2,70,3,5,6,9,1,44,21,26,34,5,75,22,32,110,1,0,0,9,8,43,21,7,58,0,0,10,21576,21576,27406,21528,12903,21617,27953,21460,15515,317,44,95,28,40,390,1020,825,255,870,600,18
JUN,2014,Lambeth,0,109,229,221,25,252,39,21,33,102,8,172,49,79,185,34,105,162,96,434,8,0,5,62,17,97,63,17,174,3,0,27,35850,35850,72313,36669,14712,34926,69944,36234,17568,813,73,131,57,76,2100,6900,5385,1470,4650,3630,28
JUN,2014,Lewisham,1,68,134,158,9,178,14,26,31,64,3,110,55,62,100,17,88,47,36,257,2,0,3,52,19,71,45,17,77,2,2,27,38667,38667,52939,36227,15688,37129,54252,37671,19360,630,63,128,48,35,2220,5595,4035,1425,4065,2670,40
JUN,2014,Merton,0,38,71,83,7,71,12,6,12,34,2,60,62,27,68,11,60,25,48,159,2,0,1,25,8,43,29,2,49,0,1,11,26080,26080,34611,25267,14005,24715,35157,26347,17333,353,38,76,34,20,915,2235,1545,600,1650,1095,24
JUN,2014,Newham,0,97,183,197,15,169,41,16,28,97,10,104,59,81,158,25,156,99,39,365,5,0,2,51,18,79,45,16,116,1,1,43,48340,48340,72216,34902,13726,46916,58350,33494,16378,790,65,156,42,50,2430,6075,3765,1815,4170,2730,53
JUN,2014,Redbridge,0,58,136,143,7,178,23,13,26,46,2,140,54,102,111,21,66,47,7,264,6,0,1,28,9,65,33,3,111,1,2,27,43178,43178,46791,34464,20744,40733,46477,35892,24776,506,51,129,54,56,1665,3270,2130,1080,2550,1620,38
JUN,2014,RichmondUponThames,0,24,41,49,2,74,5,5,15,6,1,50,83,24,98,21,55,19,55,142,3,0,0,14,8,46,30,11,26,0,0,18,24684,24684,26214,27120,16034,23902,28299,27644,19688,297,33,58,26,21,375,1185,975,180,900,810,19
JUN,2014,Southwark,0,92,177,183,19,190,29,19,32,81,10,108,125,82,122,28,108,73,97,386,5,0,1,63,28,73,61,17,227,4,2,24,36455,36455,62703,36731,14088,35574,63906,35875,17206,763,76,134,40,72,2130,6255,4470,1500,4245,3165,29
JUN,2014,Sutton,0,25,81,71,4,75,11,11,10,7,1,59,55,20,96,16,46,15,16,129,5,0,1,19,7,43,29,1,46,1,2,8,26392,26392,26363,27054,16699,24957,28394,27811,20464,332,46,47,34,40,675,1455,1245,480,1275,810,25
JUN,2014,Tower Hamlets,0,62,177,219,9,173,23,18,29,66,5,85,103,66,124,20,89,113,150,328,1,0,1,44,27,73,48,10,308,1,2,42,37207,37207,71212,28074,10446,36196,66121,22613,12146,670,60,146,35,61,2535,5820,3720,1785,3915,2085,41
JUN,2014,Waltham Forest,0,55,161,151,8,164,31,14,27,46,5,125,51,72,130,12,71,40,30,281,2,0,1,50,8,62,47,11,105,1,0,29,37363,37363,47872,32706,15935,35535,45892,33376,19341,595,57,108,38,61,2340,5430,3255,1485,3720,2535,26
